id,label,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11
2107,0,2,-25.0,0.0,-25.0,0.0,233,0.656652361,11.72961373,0.909871245,603,1
2108,1,301,1163.820598,0.926910299,1357.181818,0.818181818,648,0.925925926,1206.773148,0.015432099,446,2
2109,0,78,9.128205128,0.461538462,-2.727272727,0.181818182,2,0.0,-5.0,0.5,2020,1
2110,0,439,-18.76765376,0.125284738,-64.45454545,0.0,249,0.293172691,68.20883534,0.46184739,2904,1
2111,0,19,44.42105263,0.421052632,8.454545455,0.090909091,1,0.0,-2.0,1.0,652,2
2112,1,41,24.41463415,0.634146341,16.81818182,0.909090909,1,1.0,17.0,1.0,119,2
2113,0,11,-17.90909091,0.0,-17.90909091,0.0,69,0.623188406,11.4057971,0.101449275,1863,1
2114,0,105,-34.55238095,0.171428571,-58.18181818,0.090909091,66,0.121212121,-43.07575758,0.348484848,2112,1
2115,0,82,-19.42682927,0.0,-18.0,0.0,1,0.0,-18.0,0.0,185,2
2116,0,286,-27.62587413,0.0,-29.0,0.0,1565,0.077316294,-22.76038339,0.009584665,769,4
2117,0,5,-55.0,0.0,-55.0,0.0,15464,0.215726849,-4.840209519,0.272568546,237,3
2118,0,259,57.72972973,0.166023166,-24.54545455,0.090909091,2768,0.292268786,73.66871387,0.242052023,4193,4
2119,1,976,158.1372951,0.93442623,232.4545455,1.0,212,0.283018868,13.43867925,0.037735849,2751,6
2120,0,345,-20.75942029,0.0,-26.54545455,0.0,1885,0.027055703,-22.11458886,0.00795756,1797,7
2121,0,5,-28.0,0.0,-28.0,0.0,6,0.0,-51.83333333,0.0,63,1
2122,1,41,201.5853659,0.682926829,360.5454545,1.0,30,0.233333333,57.4,0.4,1918,2
2123,0,14,-8.0,0.142857143,-7.636363636,0.181818182,4522,0.748120301,151.1455108,0.052410438,111,2
2124,0,1252,-39.78913738,0.111821086,-41.45454545,0.181818182,110,0.018181818,-41.98181818,0.054545455,3070,5
2125,1,69,737.5797101,0.942028986,355.3636364,1.0,36,1.0,528.4166667,0.0,175,2
2126,1,5,714.4,1.0,714.4,1.0,21,0.904761905,495.6190476,0.0,57,3
2127,0,47,-39.27659574,0.106382979,-34.36363636,0.181818182,569,0.435852373,928.9068541,0.003514938,2373,1
2128,0,93,143.8064516,0.935483871,3.090909091,0.818181818,535,0.613084112,107.7943925,0.280373832,1476,3
2129,0,256,-18.1875,0.05859375,-45.0,0.0,104,0.490384615,320.9903846,0.163461538,1158,1
2130,0,426,-0.159624413,0.345070423,-14.63636364,0.272727273,171,0.356725146,18.88304094,0.087719298,1291,2
2131,1,167,15.80239521,0.71257485,94.27272727,1.0,1244,0.396302251,1.422829582,0.738745981,671,1
2132,0,77,-51.2987013,0.077922078,-7.363636364,0.272727273,15,0.0,-97.86666667,0.0,4854,1
2133,0,200,-26.17,0.0,-27.54545455,0.0,1594,0.015683814,-24.15370138,0.309912171,2975,3
2134,0,47,0.787234043,0.276595745,-2.909090909,0.363636364,222,0.427927928,8.662162162,0.310810811,157,2
2135,0,1,0.0,1.0,0.0,1.0,109,0.394495413,39.16513761,0.697247706,38,1
2136,0,340,-59.01470588,0.002941176,-57.81818182,0.0,147,0.149659864,-32.72789116,0.231292517,1884,4
2137,0,251,-6.183266932,0.067729084,-7.636363636,0.0,508,0.005905512,-22.00787402,0.271653543,1228,2
2138,1,1261,-13.10943695,0.216494845,-26.27272727,0.090909091,2962,0.066846725,-20.66002701,0.216070223,4496,5
2139,0,647,-32.68006182,0.085007728,-79.45454545,0.0,174,0.040229885,-66.46551724,0.747126437,3371,1
2140,0,99,-13.43434343,0.333333333,-13.54545455,0.090909091,542,0.158671587,-18.97232472,0.354243542,2567,3
2141,0,72,-20.16666667,0.111111111,-7.454545455,0.363636364,48,0.333333333,24.02083333,0.395833333,1025,2
2142,0,57,-15.05263158,0.263157895,-31.36363636,0.090909091,252,0.285714286,-2.892857143,0.595238095,269,3
2143,0,517,-6.299806576,0.288201161,-55.09090909,0.0,274,0.306569343,-16.66423358,0.277372263,2190,1
2144,1,12,19.16666667,0.583333333,20.90909091,0.545454545,247,0.530364372,-5.04048583,0.295546559,484,3
2145,1,706,200.4518414,0.756373938,379.0,1.0,62,1.0,598.3548387,0.0,1987,1
2146,0,33,-45.78787879,0.0,-49.63636364,0.0,196,0.086734694,-35.42346939,0.321428571,1946,1
2147,0,793,-27.58638083,0.001261034,-28.90909091,0.0,5921,0.083938524,-20.39604796,0.045262625,3571,5
2148,1,13,107.6153846,1.0,75.81818182,1.0,2089,0.23025371,-10.01627573,0.196266156,452,2
2149,0,4128,3.908187984,0.110707364,-21.18181818,0.0,2143,0.124125058,-20.50116659,0.049463369,3419,5
2150,0,4250,-6.428705882,0.288941176,1.090909091,0.727272727,1552,0.089561856,-18.25257732,0.06121134,2176,4
2151,1,557,18.38958707,0.809694794,1.545454545,0.909090909,4451,0.748371153,152.0492024,0.053246461,652,1
2152,1,890,113.3898876,0.414606742,362.0,1.0,50,0.68,154.6,0.0,3635,3
2153,1,45,61.22222222,0.888888889,48.18181818,0.909090909,497,0.203219316,-10.35412475,0.086519115,624,2
2154,0,220,-14.61818182,0.059090909,-9.090909091,0.0,132,0.060606061,-9.333333333,0.007575758,2315,1
2155,0,534,-50.98501873,0.02247191,-58.0,0.0,2005,0.059850374,-44.63241895,0.128179551,4310,5
2156,0,152,557.1184211,0.210526316,-90.0,0.0,38,0.315789474,805.5789474,0.0,750,1
2157,1,36,187.0833333,0.75,188.7272727,0.636363636,174,0.396551724,47.83333333,0.183908046,380,2
2158,0,61,-22.36065574,0.245901639,-9.0,0.0,136,0.102941176,-49.24264706,0.735294118,1314,2
2159,1,15,1459.2,0.933333333,1481.272727,1.0,150,0.986666667,1793.86,0.0,153,2
2160,0,64,-58.3125,0.0,-59.0,0.0,30,0.0,-52.83333333,0.0,1349,2
2161,0,4,-57.5,0.0,-57.5,0.0,54,0.092592593,-41.35185185,0.777777778,266,1
2162,0,113,161.2831858,0.530973451,-16.0,0.0,121,0.512396694,140.8760331,0.661157025,722,2
2163,1,2,331.0,1.0,331.0,1.0,4,1.0,169.75,0.75,602,2
2164,0,737,-45.10854817,0.107191316,-48.18181818,0.0,619,0.050080775,-48.07915994,0.075928918,656,5
2165,0,2661,-13.07365652,0.17624953,-12.27272727,0.0,328,0.344512195,-0.347560976,0.009146341,1179,1
2166,0,433,-41.47113164,0.041570439,-49.0,0.0,134,0.007462687,-40.0,0.007462687,1296,2
2167,0,735,-43.69115646,0.032653061,-59.0,0.0,184,0.125,-35.67934783,0.293478261,1156,2
2168,0,31,-62.35483871,0.096774194,-86.63636364,0.0,2,0.0,-44.0,0.0,732,1
2169,1,3680,8.948913043,0.31875,314.2727273,0.363636364,46,0.543478261,657.0217391,0.0,4687,4
2170,0,1068,-50.57771536,0.029962547,-58.72727273,0.0,10215,0.249437102,4.064317181,0.307880568,2665,3
2171,0,122,-28.80327869,0.0,-29.0,0.0,463,0.0,-28.53779698,0.0,923,2
2172,0,355,64.98309859,0.633802817,267.3636364,0.909090909,279,0.444444444,20.33691756,0.41218638,3493,2
2173,0,32,-19.0625,0.1875,-26.36363636,0.0,194,0.067010309,-19.57731959,0.046391753,1801,2
2174,0,305,15.20327869,0.77704918,-1.909090909,0.0,6130,0.426590538,32.95970636,0.081076672,3131,7
2175,0,17,-66.70588235,0.411764706,-97.27272727,0.454545455,85,0.164705882,-102.6705882,0.070588235,611,4
2176,0,593,45.25463744,0.450252951,-23.72727273,0.454545455,373,0.305630027,4.09919571,0.09919571,2552,4
2177,0,5,-279.4,0.0,-279.4,0.0,152,0.006578947,-109.0263158,1.0,3010,2
2178,1,1329,148.4529722,0.759969902,457.7272727,1.0,226,0.840707965,434.579646,0.013274336,4089,2
2179,0,15536,-27.64591916,0.003475798,-28.0,0.0,1676,0.0,-28.16169451,0.000597,1986,1
2180,1,238,-12.05462185,0.172268908,104.0,1.0,23,0.608695652,49.39130435,0.347826087,996,1
2181,0,258,-1.670542636,0.46124031,-4.545454545,0.090909091,4440,0.321846847,9.923423423,0.015315315,5801,7
2182,0,33,-7.181818182,0.757575758,-36.81818182,0.636363636,7,0.571428571,-11.28571429,1.0,434,1
2183,0,1711,-38.49386324,0.122150789,-43.54545455,0.090909091,2213,0.054225034,-45.77044736,0.120198825,1608,5
2184,0,524,-53.10496183,0.007633588,-48.45454545,0.0,135,0.081481481,-44.13333333,0.118518519,1638,2
2185,0,120,-0.541666667,0.916666667,0.181818182,1.0,570,0.994736842,64.49298246,0.003508772,389,3
2186,0,318,-24.64150943,0.003144654,-27.0,0.0,2894,0.067035245,-20.69557706,0.219073946,4465,5
2187,1,4,-19.25,0.25,-19.25,0.25,37,0.378378378,5.540540541,0.486486486,417,1
2188,0,384,-18.80989583,0.1796875,-94.90909091,0.0,54,0.444444444,73.62962963,0.87037037,322,1
2189,0,71,-24.56338028,0.0,-27.81818182,0.0,149,0.134228188,-18.08053691,0.060402685,534,1
2190,0,1124,-15.3727758,0.242882562,-21.90909091,0.0,311,0.067524116,-25.76848875,0.382636656,1008,1
2191,0,304,-62.89144737,0.138157895,-146.8181818,0.0,2504,0.263578275,0.376996805,0.736022364,1354,4
2192,0,48,-142.7708333,0.104166667,-10.27272727,0.090909091,19,0.0,-270.6842105,0.052631579,1310,1
2193,0,265,80.0,0.505660377,-44.63636364,0.090909091,191,0.455497382,62.66492147,0.073298429,3250,1
2194,0,195,144.9128205,0.830769231,-15.72727273,0.090909091,2,0.0,-19.5,0.0,698,3
2195,1,134,138.5447761,0.746268657,13.72727273,1.0,7,0.142857143,2.428571429,0.0,1807,1
2196,0,573,-55.38568935,0.013961606,-59.0,0.0,177,0.175141243,-16.6440678,0.079096045,357,4
2197,0,126,-37.37301587,0.111111111,-208.8181818,0.090909091,29,0.344827586,12.51724138,0.0,1236,1
2198,0,4068,-7.933382498,0.210914454,-10.0,0.0,533,0.318949343,-6.037523452,0.0,1746,1
2199,0,319,-5.799373041,0.122257053,-0.181818182,0.909090909,611,0.04091653,-20.39770867,0.281505728,1241,2
2200,0,526,-55.12737643,0.015209125,-58.36363636,0.0,268,0.25,22.31343284,0.029850746,287,3
2201,0,577,364.7053726,0.43847487,-14.72727273,0.0,350,0.497142857,220.8228571,0.371428571,2036,2
2202,1,197,206.8426396,0.842639594,93.0,1.0,2,0.5,41.5,0.5,1182,4
2203,0,675,-36.97481481,0.022222222,-55.63636364,0.0,728,0.296703297,240.6744505,0.043956044,1835,1
2204,1,19,540.2105263,1.0,744.0,1.0,21,1.0,855.1428571,0.523809524,693,3
2205,0,19,-46.47368421,0.0,-50.0,0.0,31,0.096774194,-40.74193548,0.677419355,124,1
2206,0,275,-24.05090909,0.018181818,-16.0,0.0,475,0.277894737,7.002105263,0.122105263,1655,2
2207,0,47,26.70212766,0.29787234,-28.18181818,0.0,138,0.311594203,6.608695652,0.0,994,6
2208,1,417,-23.21822542,0.220623501,29.72727273,0.909090909,16,0.875,38.0625,0.0,3075,1
2209,0,15,-27.66666667,0.0,-27.18181818,0.0,45,0.0,-27.75555556,0.2,774,8
2210,0,142,-14.41549296,0.098591549,-28.81818182,0.0,106,0.018867925,-20.33018868,0.0,407,2
2211,0,628,-23.51592357,0.105095541,-78.90909091,0.0,84,0.083333333,-26.96428571,0.523809524,2137,2
2212,0,656,345.7088415,0.467987805,-28.0,0.0,650,0.321538462,205.2892308,0.026153846,2445,1
2213,0,122,-9.327868852,0.12295082,-8.636363636,0.0,98,0.040816327,-7.908163265,0.142857143,476,1
2214,1,71,352.1830986,0.85915493,108.4545455,0.818181818,26,0.807692308,31.57692308,1.0,207,32
2215,0,2230,-5.375784753,0.159192825,-59.63636364,0.0,6741,0.269396232,20.12283044,0.3894081,1975,3
2216,0,118,3.440677966,0.330508475,-30.63636364,0.090909091,65,0.476923077,1118.030769,0.030769231,2059,6
2217,1,19,547.6315789,1.0,427.8181818,1.0,53,0.905660377,339.6792453,0.301886792,944,4
2218,0,249,291.0963855,0.815261044,-38.27272727,0.0,612,0.655228758,386.8464052,0.008169935,392,1
2219,0,1171,71.06746371,0.738684885,-6.090909091,0.0,40,0.075,-16.025,0.75,2926,1
2220,0,166,-58.57831325,0.024096386,-69.72727273,0.0,365,0.002739726,-32.35890411,0.005479452,1477,1
2221,1,1,15.0,1.0,15.0,1.0,1,1.0,15.0,0.0,38,2
2222,0,137,211.080292,0.394160584,-26.45454545,0.0,86,0.0,-25.47674419,0.965116279,925,3
2223,0,37,-27.40540541,0.027027027,-28.81818182,0.0,237,0.063291139,-50.65822785,0.240506329,1139,5
2224,0,7,-34.0,0.0,-34.0,0.0,3,0.0,-19.33333333,0.0,361,1
2225,0,367,-10.39782016,0.242506812,-13.63636364,0.454545455,1137,0.521547933,49.9173263,0.580474934,613,2
2226,0,27,-112.1481481,0.222222222,-233.9090909,0.090909091,66,0.318181818,61.77272727,0.303030303,1246,1
2227,0,2,-35.5,0.0,-35.5,0.0,18,0.722222222,104.8333333,0.055555556,1132,2
2228,0,179,-61.50837989,0.044692737,-74.54545455,0.0,345,0.133333333,-50.28985507,0.762318841,1271,1
2229,0,43,-50.1627907,0.11627907,-55.45454545,0.090909091,95,0.157894737,-29.66315789,0.515789474,1107,2
2230,1,94,-3.255319149,0.574468085,42.54545455,1.0,18,0.333333333,-3.444444444,0.111111111,787,2
2231,0,124,117.1048387,0.282258065,-83.54545455,0.0,29,0.068965517,-58.34482759,0.24137931,1000,4
2232,0,146,7.438356164,0.520547945,115.0909091,0.090909091,926,0.05075594,-27.6987041,0.110151188,66,2
2233,1,52,2.0,0.673076923,-9.090909091,0.818181818,410,0.531707317,69.66829268,0.17804878,614,1
2234,0,2458,-37.89259561,0.065907242,-88.45454545,0.0,154,0.0,-84.04545455,0.233766234,3774,4
2235,0,17472,-27.64623397,0.003090659,-28.45454545,0.0,430,0.0,-27.74651163,0.013953488,2113,1
2236,0,1554,-13.61196911,0.237451737,-21.63636364,0.090909091,426,0.133802817,-18.97183099,0.35915493,1257,1
2237,1,92,73.05434783,0.608695652,173.0909091,1.0,1570,0.55477707,65.39044586,0.230573248,3402,4
2238,1,195,83.02564103,0.769230769,244.0909091,0.909090909,276,0.52173913,28.00724638,0.260869565,1602,2
2239,0,53,181.4339623,0.943396226,122.5454545,0.727272727,18,0.888888889,170.7222222,1.0,149,1
2240,1,47,10.76595745,0.638297872,-0.181818182,0.727272727,682,0.488269795,13.91348974,0.241935484,1322,22
2241,0,48,-45.97916667,0.020833333,-66.09090909,0.090909091,2685,0.23538175,51.02718808,0.045065177,2127,2
2242,0,26,-10.03846154,0.307692308,-21.54545455,0.0,384,0.369791667,19.78125,0.2578125,237,1
2243,1,122,151.6721311,0.983606557,29.0,1.0,208,0.995192308,254.7644231,0.033653846,946,2
2244,0,361,-2.501385042,0.326869806,-3.0,0.0,1519,0.450954575,28.39170507,0.652402897,1301,1
2245,0,84,-38.91666667,0.023809524,-55.09090909,0.0,184,0.119565217,-0.619565217,0.260869565,3484,4
2246,1,759,-18.29249012,0.169960474,27.27272727,0.909090909,112,0.330357143,-1.4375,0.0,1416,4
2247,0,423,-28.13947991,0.002364066,-20.09090909,0.0,1811,0.035891773,-22.76145776,0.049144119,4295,8
2248,0,172,21.77906977,0.337209302,-4.636363636,0.727272727,2251,0.647267881,114.1590404,0.859617948,494,2
2249,0,123,120.8130081,0.219512195,-20.54545455,0.0,108,0.62037037,172.0185185,0.157407407,1419,1
2250,1,23,120.9130435,0.869565217,124.5454545,0.909090909,42,0.880952381,226.0952381,0.761904762,71,3
2251,0,277,-21.42960289,0.025270758,-10.18181818,0.181818182,3812,0.036988458,-23.93677859,0.073189927,1342,10
2252,1,13,-4.615384615,0.538461538,-0.727272727,0.636363636,15,0.266666667,-8.866666667,0.0,995,3
2253,0,341,-28.49266862,0.002932551,-24.45454545,0.0,1025,0.007804878,-25.37073171,0.16,1918,4
2254,0,1183,-50.88588335,0.033812342,-56.0,0.0,988,0.061740891,-42.56174089,0.053643725,4579,5
2255,1,217,121.437788,0.926267281,143.0,1.0,175,0.948571429,127.0114286,0.0,1140,1
2256,0,12,-53.33333333,0.0,-53.63636364,0.0,1146,0.226876091,-7.212041885,0.543630017,115,18
2257,1,174,151.6436782,0.155172414,97.36363636,0.727272727,227,0.484581498,38.6784141,0.947136564,604,1
2258,0,118,1057.127119,0.983050847,1345.363636,0.818181818,119,0.983193277,1075.092437,0.016806723,448,1
2259,0,93,-27.01075269,0.0,-25.27272727,0.0,671,0.019374069,-25.77347243,0.076005961,1406,4
2260,1,530,-27.43207547,0.08490566,-13.72727273,0.181818182,286,0.055944056,-39.02447552,0.0,3640,7
2261,0,245,-56.86122449,0.012244898,-52.0,0.0,12070,0.238856669,1.092129246,0.30008285,128,4
2262,0,362,177.1878453,0.124309392,-14.0,0.0,248,0.0,-31.63709677,0.0,2385,1
2263,0,1010,-5.258415842,0.331683168,0.0,0.727272727,326,0.110429448,-18.91411043,0.058282209,1915,6
2264,0,335,-23.13731343,0.07761194,-32.63636364,0.0,279,0.0,-70.8172043,0.0,3030,4
2265,0,267,2.38576779,0.5917603,-0.272727273,0.363636364,551,0.250453721,5.638838475,0.386569873,1290,1
2266,1,171,-15.6374269,0.380116959,12.09090909,0.818181818,1093,0.337602928,-0.49862763,0.192131747,840,2
2267,0,53,203.7735849,0.603773585,78.54545455,0.272727273,15,0.4,36.46666667,0.933333333,1278,1
2268,0,81,-45.66666667,0.049382716,-48.54545455,0.0,18,0.055555556,-39.16666667,0.111111111,1611,2
2269,0,17,-174.5294118,0.0,-68.90909091,0.0,10,0.0,-70.8,0.0,1259,3
2270,0,60,1.066666667,0.25,-28.27272727,0.0,60,0.283333333,13.9,0.233333333,527,1
2271,1,617,-11.53322528,0.217179903,-6.454545455,0.636363636,744,0.094086022,-24.62903226,0.420698925,1622,2
2272,0,3386,-9.495569994,0.16243355,-0.090909091,0.909090909,254,0.271653543,-13.45275591,0.0,1415,1
2273,1,606,-31.39768977,0.204620462,50.09090909,0.818181818,145,0.103448276,-31.26206897,0.662068966,1191,2
2274,1,1,296.0,1.0,296.0,1.0,126,0.30952381,33.75396825,0.46031746,204,1
2275,0,761,-22.59264126,0.048620237,-26.36363636,0.0,296,0.023648649,-25.45945946,0.175675676,1486,5
2276,0,626,27.92172524,0.257188498,-8.090909091,0.545454545,1789,0.35215204,40.13024036,0.3784237,589,3
2277,0,152,-23.30263158,0.0,-24.81818182,0.0,307,0.013029316,-20.29967427,0.0,531,2
2278,1,22,40.18181818,0.681818182,5.909090909,0.454545455,579,0.284974093,21.54058722,0.452504318,4304,2
2279,0,100,1003.1,0.98,918.5454545,0.818181818,19,0.157894737,-26.26315789,0.736842105,372,6
2280,0,55,-25.36363636,0.145454545,-51.09090909,0.0,546,0.340659341,-3.41025641,0.038461538,681,3
2281,0,6,84.33333333,0.333333333,84.33333333,0.333333333,88,0.590909091,667.1590909,0.011363636,631,2
2282,1,30,0.366666667,0.566666667,16.45454545,1.0,30,0.566666667,0.366666667,0.0,221,2
2283,0,404,58.7970297,0.133663366,-24.45454545,0.0,33,0.121212121,-131.7878788,0.0,1029,4
2284,1,304,127.7335526,0.927631579,128.1818182,0.818181818,138,0.652173913,80.10144928,0.65942029,592,1
2285,0,732,-11.61885246,0.214480874,-25.72727273,0.0,108,0.444444444,2.083333333,0.12962963,1562,1
2286,0,1012,-19.63636364,0.123517787,-12.90909091,0.181818182,175,0.108571429,10.33714286,0.468571429,2868,2
2287,1,1132,54.71113074,0.513250883,215.0,1.0,1719,0.591623037,75.89354276,0.22513089,3411,4
2288,0,1768,-27.40950226,0.159502262,5.727272727,0.181818182,63,0.349206349,210.1904762,0.380952381,4089,3
2289,0,67,279.5373134,0.223880597,1017.0,0.363636364,68,0.5,1.411764706,0.352941176,819,2
2290,0,1458,-4.245541838,0.349108368,-82.0,0.181818182,5109,0.219416716,-19.26815424,0.168917596,2163,1
2291,0,130,-55.06923077,0.123076923,-53.81818182,0.090909091,978,0.057259714,-70.02658487,0.079754601,347,2
2292,0,1363,-9.366104182,0.209831255,-8.454545455,0.0,53,0.0,-53.71698113,0.396226415,2533,1
2293,0,31,-309.7419355,0.290322581,-491.2727273,0.0,303,0.349834983,-55.34323432,0.207920792,748,18
2294,0,1056,-19.58806818,0.129734848,-3.636363636,0.363636364,648,0.095679012,-22.17438272,0.148148148,1811,2
2295,0,9,-88.55555556,0.0,-88.55555556,0.0,2417,0.258171287,65.07778237,0.04178734,1975,2
2296,1,300,-7.21,0.22,-24.09090909,0.272727273,93,0.505376344,94.27956989,0.387096774,2175,1
2297,1,154,12.12337662,0.5,103.0,1.0,9,0.555555556,51.77777778,0.111111111,265,2
2298,0,113,-12.77876106,0.230088496,-37.18181818,0.0,109,0.247706422,-20.17431193,0.082568807,1286,2
2299,0,760,-35.42763158,0.090789474,-55.09090909,0.0,530,0.098113208,-26.90754717,0.216981132,2635,5
2300,0,875,-15.89028571,0.048,-28.18181818,0.0,3,0.0,-29.0,0.0,618,1
2301,0,2456,125.490228,0.740228013,-12.27272727,0.0,1035,0.560386473,56.73333333,0.633816425,1028,1
2302,0,848,-44.68042453,0.116745283,-38.63636364,0.181818182,115,0.017391304,-42.40869565,0.052173913,1897,5
2303,1,6,204.3333333,1.0,204.3333333,1.0,106,0.735849057,243.3867925,0.103773585,968,2
2304,0,156,-26.12820513,0.006410256,-26.63636364,0.0,87,0.057471264,-22.4137931,0.563218391,2415,3
2305,1,22,1412.545455,1.0,1057.818182,1.0,18,1.0,1566.722222,0.111111111,7,1
2306,0,2344,-25.87158703,0.026023891,-29.0,0.0,48,0.125,-23.875,0.166666667,3016,2
2307,0,573,109.6125654,0.553228621,-26.54545455,0.0,10,0.6,127.2,0.0,1112,4
2308,1,337,406.1038576,0.991097923,400.0909091,1.0,510,0.952941176,350.3705882,0.860784314,424,1
2309,0,1153,14.08673027,0.417172593,-6.0,0.0,2680,0.368656716,17.2761194,0.023134328,5021,6
2310,0,391,-22.60613811,0.099744246,-29.45454545,0.0,2240,0.043303571,-33.87232143,0.008928571,3151,14
2311,1,2,188.5,1.0,188.5,1.0,2,1.0,94.5,0.0,2930,2
2312,1,9,14.0,0.888888889,14.0,0.888888889,578,0.064013841,-23.79411765,0.025951557,505,7
2313,0,635,316.9023622,0.831496063,-48.0,0.0,19423,0.242084127,5.161509551,0.244915821,99,3
2314,0,166,-1.728915663,0.012048193,-17.45454545,0.0,1879,0.051623204,-22.31931879,0.065460351,3481,9
2315,0,271,54.21402214,0.291512915,-57.36363636,0.0,185,0.010810811,-58.02702703,0.978378378,1510,2
2316,0,58,-19.31034483,0.189655172,-50.72727273,0.0,11,0.090909091,-16.63636364,0.0,442,1
2317,0,196,205.4489796,0.556122449,-11.72727273,0.0,122,0.696721311,422.057377,0.524590164,2194,4
2318,0,63,13.65079365,0.603174603,5.909090909,0.272727273,206,0.509708738,43.97572816,0.368932039,344,1
2319,1,66,122.3181818,1.0,143.8181818,1.0,487,0.420944559,67.09034908,0.188911704,108,4
2320,0,288,42.45138889,0.815972222,-31.27272727,0.0,64,0.09375,-37.90625,0.046875,439,2
2321,0,12,-28.0,0.0,-28.0,0.0,59,0.0,-28.79661017,0.118644068,367,4
2322,0,1313,-17.73115004,0.172886519,-10.0,0.363636364,65,0.092307692,-19.27692308,0.030769231,2129,2
2323,0,370,-48.18108108,0.040540541,-41.0,0.0,157,0.025477707,-38.4522293,0.974522293,1694,3
2324,0,1199,-19.17431193,0.134278565,-0.545454545,0.272727273,199,0.0,-87.26633166,0.396984925,1959,13
2325,0,534,-11.36142322,0.176029963,-14.81818182,0.0,2001,0.223388306,-18.27286357,0.39930035,898,1
2326,0,1605,105.2193146,0.831775701,0.545454545,1.0,1676,0.769689737,100.2941527,0.645584726,908,1
2327,0,220,-17.21818182,0.022727273,-28.81818182,0.0,739,0.138024357,-4.917456022,0.032476319,1078,3
2328,0,3193,-25.37958033,0.016911995,-24.45454545,0.0,83,0.0,-28.4939759,0.0,887,1
2329,0,123,-0.837398374,0.333333333,-26.36363636,0.0,42,0.238095238,-15.07142857,0.0,1190,1
2330,0,37,-1.405405405,0.243243243,-3.636363636,0.090909091,5641,0.205991845,-23.04006382,0.202091828,3439,2
2331,0,75,-28.68,0.0,-22.0,0.0,362,0.0,-27.01933702,0.03038674,373,6
2332,0,152,-26.65789474,0.0,-20.36363636,0.0,626,0.0,-23.06549521,0.095846645,678,10
2333,0,111,589.2702703,0.828828829,-28.09090909,0.0,120,0.958333333,472.0666667,0.966666667,1007,4
2334,0,25,-69.36,0.24,-73.63636364,0.0,98,0.010204082,-79.46938776,0.397959184,2659,1
2335,1,429,24.62237762,0.41025641,279.0,1.0,469,0.18336887,-21.97867804,0.142857143,2309,1
2336,1,79,122.7848101,0.810126582,358.1818182,1.0,1,1.0,299.0,1.0,590,2
2337,0,3,-2.0,0.0,-2.0,0.0,1411,0.343727853,45.31396173,0.372076541,381,4
2338,1,526,139.2281369,0.673003802,257.8181818,1.0,121,0.752066116,252.9834711,0.173553719,1798,2
2339,1,11,-4.272727273,0.636363636,-4.272727273,0.636363636,197,0.050761421,-61.74111675,0.751269036,1429,6
2340,0,236,-4.741525424,0.461864407,-19.63636364,0.0,513,0.645224172,23.84405458,0.087719298,2140,1
2341,0,3,248.6666667,0.666666667,248.6666667,0.666666667,24,0.916666667,408.0833333,0.166666667,163,1
2342,0,175,3.051428571,0.491428571,-55.0,0.0,18,0.055555556,-45.94444444,0.0,371,2
2343,1,18,84.0,1.0,84.0,1.0,19,1.0,81.26315789,0.684210526,99,1
2344,0,2347,-25.87558585,0.025990626,-29.0,0.0,391,0.140664962,-15.42966752,0.196930946,3017,2
2345,0,17,-13.58823529,0.235294118,-13.63636364,0.181818182,534,0.001872659,-27.27153558,0.003745318,159,1
2346,1,1,1694.0,1.0,1694.0,1.0,3,1.0,1197.333333,1.0,57,2
2347,1,296,114.902027,0.89527027,141.6363636,1.0,2351,0.707783922,164.1833262,0.072309655,890,1
2348,0,1,-79.0,0.0,-79.0,0.0,112,0.008928571,-83.19642857,0.098214286,241,7
2349,0,175,-8.182857143,0.062857143,-27.0,0.0,615,0.063414634,-6.783739837,0.003252033,1306,1
2350,0,133,-28.69172932,0.030075188,-28.90909091,0.0,19,0.0,-63.47368421,0.0,647,2
2351,1,137,22.65693431,0.583941606,-10.09090909,0.363636364,301,0.544850498,24.82724252,0.906976744,92,2
2352,0,2,-54.5,0.0,-54.5,0.0,4,0.0,-56.0,1.0,90,7
2353,0,15,124.6666667,0.133333333,-20.90909091,0.0,83,0.771084337,553.8072289,0.493975904,394,4
2354,0,123,141.6910569,0.25203252,-20.90909091,0.0,72,0.375,148.6388889,0.041666667,1908,1
2355,0,181,55.97237569,0.73480663,-33.27272727,0.0,14,0.0,-39.57142857,0.071428571,2276,1
2356,0,26,-40.0,0.038461538,-40.90909091,0.0,19,0.0,-40.42105263,0.0,1238,1
2357,1,9,-52.0,0.555555556,-52.0,0.555555556,55,0.2,-31.69090909,0.436363636,1282,2
2358,1,101,100.6237624,0.851485149,182.2727273,0.909090909,224,0.200892857,-8.267857143,0.169642857,1262,7
2359,0,74,-32.95945946,0.121621622,-48.81818182,0.0,417,0.340527578,9.954436451,0.06235012,978,4
2360,1,316,-43.37341772,0.10443038,-34.63636364,0.454545455,656,0.260670732,-37.32469512,0.013719512,7058,2
2361,0,120,-74.63333333,0.033333333,-41.0,0.0,138,0.050724638,-64.61594203,0.934782609,820,2
2362,0,213,46.39906103,0.450704225,0.272727273,0.090909091,143,0.58041958,88.21678322,0.755244755,2506,1
2363,0,1475,40.43457627,0.638644068,-5.636363636,0.0,3560,0.321067416,12.44691011,0.01741573,5475,5
